entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
USR_113,user,2026-07-15 07:08:12,47.101.103.143,"Moscow, RU",/file/hr/payroll.xlsx,sso,40.1,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-15 10:41:17,95.253.51.177,"Moscow, RU",/api/v1/auth/tokens,sso,41.8,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-15 16:07:02,192.168.123.223,"Seattle, US",/api/v1/auth/tokens,sso,21.8,"[""python pipeline.py"", ""pip list --outdated""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-15 16:21:19,221.188.83.52,"Moscow, RU",/file/hr/payroll.xlsx,sso,62.5,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-16 07:50:44,204.41.165.8,"Moscow, RU",/api/v1/auth/tokens,sso,49.8,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-16 12:28:40,210.189.89.121,"Moscow, RU",/api/v1/reports/financial,sso,58.5,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-16 13:38:17,192.168.191.33,"Seattle, US",/api/v1/auth/tokens,sso,21.4,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-16 15:04:10,160.178.81.39,"Moscow, RU",/file/hr/payroll.xlsx,sso,50.3,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-16 15:50:01,198.145.83.110,"Moscow, RU",/api/v1/auth/tokens,sso,42.6,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 07:41:15,85.170.194.30,"Moscow, RU",/api/v1/auth/tokens,sso,39.3,"[""ls"", ""cd /home"", ""cat README""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 07:56:59,187.109.80.32,"Moscow, RU",/file/hr/payroll.xlsx,sso,37.7,"[""npm run build"", ""npm test -- --coverage""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 10:18:02,192.168.170.63,"Seattle, US",/api/v1/auth/tokens,sso,60.0,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 10:18:45,96.212.77.184,"Moscow, RU",/api/v1/users,sso,40.2,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 12:14:46,93.74.159.73,"Moscow, RU",/api/v1/users,sso,21.0,"[""ls"", ""cd /home"", ""cat README""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 13:57:39,213.213.56.168,"Moscow, RU",/api/v1/users,sso,28.6,"[""ls"", ""cd /home"", ""cat README""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 16:06:46,104.179.110.53,"Moscow, RU",/file/hr/payroll.xlsx,sso,60.2,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-17 16:23:20,222.222.48.213,"Moscow, RU",/api/v1/reports/financial,sso,60.3,"[""npm run build"", ""npm test -- --coverage""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-18 09:41:18,131.15.56.161,"Moscow, RU",/api/v1/reports/financial,sso,27.8,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-18 13:09:28,191.38.23.68,"Moscow, RU",/api/v1/auth/tokens,sso,49.2,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-18 14:05:31,140.59.9.229,"Moscow, RU",/api/v1/auth/tokens,sso,35.4,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-18 15:13:52,26.25.92.101,"Moscow, RU",/file/hr/payroll.xlsx,sso,23.3,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-19 10:04:09,211.251.179.1,"Moscow, RU",/api/v1/reports/financial,sso,33.7,"[""python pipeline.py"", ""pip list --outdated""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-20 07:48:53,220.95.100.218,"Moscow, RU",/api/v1/reports/financial,sso,18.7,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-20 09:19:21,10.40.105.30,"Seattle, US",/file/hr/payroll.xlsx,sso,19.9,"[""ls"", ""cd /home"", ""cat README""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-20 12:54:45,216.136.249.213,"Moscow, RU",/api/v1/reports/financial,sso,22.3,"[""python pipeline.py"", ""pip list --outdated""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-20 15:08:46,153.153.244.238,"Moscow, RU",/api/v1/reports/financial,sso,42.8,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-20 16:00:50,173.254.14.89,"Moscow, RU",/api/v1/reports/financial,sso,60.8,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-20 17:34:07,181.198.76.172,"Moscow, RU",/api/v1/reports/financial,sso,54.1,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-21 08:31:10,155.69.124.91,"Moscow, RU",/api/v1/reports/financial,sso,23.5,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-21 12:07:23,54.127.190.239,"Moscow, RU",/api/v1/reports/financial,sso,57.7,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-21 13:09:22,98.93.120.122,"Moscow, RU",/api/v1/users,sso,23.5,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-21 15:56:53,211.72.123.106,"Moscow, RU",/file/hr/payroll.xlsx,sso,19.2,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-22 15:21:38,150.144.84.236,"Moscow, RU",/api/v1/auth/tokens,sso,46.7,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-23 09:24:28,57.255.89.49,"Moscow, RU",/file/hr/payroll.xlsx,sso,53.5,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-23 11:09:05,181.30.156.121,"Moscow, RU",/api/v1/users,sso,62.7,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-23 11:51:58,198.142.175.4,"Moscow, RU",/api/v1/reports/financial,sso,52.2,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_113,user,2026-07-23 16:52:18,198.8.201.40,"Moscow, RU",/api/v1/users,sso,56.6,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:02,normal
USR_114,user,2026-07-10 10:24:26,10.120.212.98,"San Francisco, US",/api/v1/keys/rotate,password,74.2,"[""npm run build"", ""npm test -- --coverage""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-10 14:27:30,10.224.88.48,"San Francisco, US",/file/engineering/source.tar.gz,password,85.2,"[""docker ps -a"", ""docker logs webapp""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-11 09:18:29,172.18.117.216,"San Francisco, US",/storage/backup/full,password,109.7,"[""npm run build"", ""npm test -- --coverage""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-11 10:03:47,192.168.187.224,"San Francisco, US",/storage/backup/full,password,34.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-11 10:24:05,220.64.87.220,"Singapore, SG",/api/v1/keys/rotate,password,97.1,"[""npm run build"", ""npm test -- --coverage""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-11 10:44:05,192.168.78.143,"San Francisco, US",/storage/backup/full,password,60.0,"[""kubectl get pods"", ""kubectl logs deployment/api""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-11 14:08:58,192.168.189.239,"San Francisco, US",/api/v1/reports/financial,password,28.3,"[""docker ps -a"", ""docker logs webapp""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-12 09:01:09,10.13.68.131,"San Francisco, US",/file/hr/payroll.xlsx,password,36.8,"[""kubectl get pods"", ""kubectl logs deployment/api""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-12 13:09:48,220.98.51.89,"Singapore, SG",/storage/backup/full,password,71.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-12 13:23:03,172.24.235.6,"San Francisco, US",/api/v1/reports/financial,password,91.6,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-13 07:56:41,192.168.146.55,"San Francisco, US",/api/v1/reports/financial,password,85.4,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-13 11:30:26,192.168.133.68,"San Francisco, US",/file/hr/payroll.xlsx,password,68.6,"[""ls"", ""cd /home"", ""cat README""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-13 13:53:27,192.168.251.126,"San Francisco, US",/file/engineering/source.tar.gz,password,80.2,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-14 07:48:58,43.36.78.159,"Singapore, SG",/file/hr/payroll.xlsx,password,41.7,"[""kubectl get pods"", ""kubectl logs deployment/api""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-14 08:52:44,10.163.161.2,"San Francisco, US",/file/engineering/source.tar.gz,password,72.1,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-14 10:25:39,172.30.62.89,"San Francisco, US",/api/v1/reports/financial,password,45.0,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-14 10:27:59,10.37.234.38,"San Francisco, US",/storage/backup/full,password,50.5,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-14 12:01:15,192.168.153.147,"San Francisco, US",/file/hr/payroll.xlsx,password,39.1,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-14 12:41:27,192.168.33.63,"San Francisco, US",/storage/backup/full,password,50.3,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-15 07:18:10,192.168.33.169,"San Francisco, US",/storage/backup/full,password,93.6,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-15 10:17:05,179.226.51.129,"Singapore, SG",/api/v1/keys/rotate,password,81.3,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-15 10:56:13,158.162.114.250,"Singapore, SG",/storage/backup/full,password,102.7,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-15 12:05:19,10.121.53.124,"San Francisco, US",/api/v1/reports/financial,password,125.0,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-15 12:48:25,172.27.206.30,"San Francisco, US",/file/hr/payroll.xlsx,password,124.3,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-15 15:06:32,172.20.39.21,"San Francisco, US",/storage/backup/full,password,24.5,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-16 07:17:00,167.112.96.144,"Lagos, NG",/api/v1/auth/tokens,password,0.0,"[""login admin password123"", ""auth user pass"", ""token generate""]",Windows-11/AA:BB:CC:DD:EE:01,credential_stuffing
USR_114,user,2026-07-16 09:49:55,192.168.65.181,"San Francisco, US",/file/hr/payroll.xlsx,password,79.4,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-16 12:10:59,192.168.93.42,"San Francisco, US",/file/hr/payroll.xlsx,password,39.0,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-16 16:04:09,192.168.238.129,"San Francisco, US",/api/v1/keys/rotate,password,87.9,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-16 16:41:33,192.168.209.161,"San Francisco, US",/file/hr/payroll.xlsx,password,69.0,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-16 16:54:27,192.168.162.81,"San Francisco, US",/api/v1/reports/financial,password,115.5,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-17 08:04:11,112.226.248.149,"Singapore, SG",/file/engineering/source.tar.gz,password,49.1,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-17 11:25:26,10.115.112.215,"San Francisco, US",/api/v1/keys/rotate,password,118.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-17 14:41:59,10.155.182.54,"San Francisco, US",/storage/backup/full,password,120.7,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-17 16:20:23,175.34.221.143,"Singapore, SG",/api/v1/reports/financial,password,93.6,"[""npm run build"", ""npm test -- --coverage""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-18 07:09:54,37.250.187.32,"Singapore, SG",/api/v1/reports/financial,password,52.5,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-18 07:39:41,10.140.132.216,"San Francisco, US",/api/v1/reports/financial,password,99.8,"[""kubectl get pods"", ""kubectl logs deployment/api""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-18 08:14:24,192.168.78.242,"San Francisco, US",/file/engineering/source.tar.gz,password,92.3,"[""docker ps -a"", ""docker logs webapp""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-18 15:57:52,10.172.220.121,"San Francisco, US",/file/engineering/source.tar.gz,password,33.5,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-19 07:59:51,192.168.254.254,"San Francisco, US",/file/hr/payroll.xlsx,password,104.9,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-19 13:49:27,192.168.14.134,"San Francisco, US",/storage/backup/full,password,64.2,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-19 14:09:40,192.168.213.74,"San Francisco, US",/storage/backup/full,password,55.6,"[""ls"", ""cd /home"", ""cat README""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-19 14:13:44,10.135.128.250,"San Francisco, US",/file/engineering/source.tar.gz,password,34.0,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-20 07:48:43,192.168.154.172,"San Francisco, US",/file/engineering/source.tar.gz,password,50.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-20 09:12:22,10.247.239.195,"San Francisco, US",/file/engineering/source.tar.gz,password,72.6,"[""npm run build"", ""npm test -- --coverage""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-20 11:11:53,172.17.234.206,"San Francisco, US",/api/v1/reports/financial,password,31.7,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-20 11:25:05,172.28.254.181,"San Francisco, US",/file/hr/payroll.xlsx,password,113.7,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-20 13:22:58,172.20.152.239,"San Francisco, US",/api/v1/keys/rotate,password,62.9,"[""ls"", ""cd /home"", ""cat README""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-21 09:38:24,10.136.242.12,"San Francisco, US",/storage/backup/full,password,58.5,"[""kubectl get pods"", ""kubectl logs deployment/api""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-21 12:00:09,192.168.176.212,"San Francisco, US",/file/engineering/source.tar.gz,password,120.1,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-21 12:52:23,172.19.25.20,"San Francisco, US",/api/v1/reports/financial,password,53.7,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-21 13:16:33,172.27.219.119,"San Francisco, US",/api/v1/reports/financial,password,125.8,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-21 16:06:02,206.141.140.161,"Singapore, SG",/storage/backup/full,password,100.3,"[""kubectl get pods"", ""kubectl logs deployment/api""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-21 16:12:04,172.26.55.215,"San Francisco, US",/api/v1/keys/rotate,password,86.7,"[""docker ps -a"", ""docker logs webapp""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-22 08:44:31,10.196.175.73,"San Francisco, US",/file/engineering/source.tar.gz,password,65.5,"[""docker ps -a"", ""docker logs webapp""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-22 09:35:38,169.168.7.10,"Singapore, SG",/storage/backup/full,password,79.0,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-22 13:33:48,213.28.66.119,"Singapore, SG",/file/hr/payroll.xlsx,password,33.9,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-22 13:40:18,10.255.28.169,"San Francisco, US",/api/v1/keys/rotate,password,120.5,"[""git pull origin main"", ""make build"", ""make test""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 08:05:41,192.168.157.249,"San Francisco, US",/api/v1/reports/financial,password,86.7,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 09:50:23,172.24.118.143,"San Francisco, US",/api/v1/keys/rotate,password,108.1,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 10:54:30,10.24.233.184,"San Francisco, US",/api/v1/reports/financial,password,58.8,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 11:54:26,192.168.123.64,"San Francisco, US",/storage/backup/full,password,45.4,"[""python pipeline.py"", ""pip list --outdated""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 13:00:23,10.240.240.194,"San Francisco, US",/storage/backup/full,password,75.3,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 13:43:15,179.112.157.184,"Singapore, SG",/api/v1/reports/financial,password,116.5,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 16:59:34,172.28.149.112,"San Francisco, US",/api/v1/reports/financial,password,88.5,"[""npm run build"", ""npm test -- --coverage""]",ChromeOS/01:02:03:04:05:01,normal
USR_114,user,2026-07-23 22:01:59,212.95.239.205,"Denver, US",/api/v1/auth/tokens,password,0.0,"[""curl -s -d 'user=admin&pass=test' https://target/login""]",macOS-14/11:22:33:44:55:02,credential_stuffing
USR_115,user,2026-07-10 11:01:27,192.168.143.55,"Denver, US",/api/v1/data/export,mfa,194.7,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-10 15:11:15,10.201.173.191,"Denver, US",/api/v1/admin/permissions,mfa,101.4,"[""npm run build"", ""npm test -- --coverage""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-10 18:10:27,206.230.114.221,"Toronto, CA",/api/v1/admin/permissions,mfa,46.0,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-10 18:58:05,200.121.169.152,"Toronto, CA",/api/v1/secrets/vault,mfa,25.1,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-10 19:27:08,172.17.163.21,"Denver, US",/api/v1/secrets/vault,mfa,292.6,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-10 19:27:15,192.168.206.119,"Denver, US",/api/v1/secrets/vault,mfa,72.1,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-10 19:50:25,192.168.197.207,"Denver, US",/api/v1/logs/audit,mfa,253.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-11 11:13:43,10.242.142.151,"Denver, US",/api/v1/secrets/vault,mfa,123.4,"[""docker ps -a"", ""docker logs webapp""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-11 13:25:06,209.62.200.128,"Toronto, CA",/api/v1/secrets/vault,mfa,241.5,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-11 14:16:57,10.205.130.155,"Denver, US",/api/v1/admin/permissions,mfa,44.1,"[""python pipeline.py"", ""pip list --outdated""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-11 16:49:16,172.26.217.201,"Denver, US",/api/v1/data/export,mfa,95.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-11 19:55:06,199.73.221.105,"Toronto, CA",/api/v1/data/export,mfa,147.0,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 10:07:21,172.26.49.101,"Denver, US",/api/v1/logs/audit,mfa,154.0,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 10:20:08,192.168.243.37,"Denver, US",/api/v1/admin/permissions,mfa,41.4,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 10:33:32,192.168.250.205,"Denver, US",/api/v1/admin/permissions,mfa,78.8,"[""docker ps -a"", ""docker logs webapp""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 12:11:19,192.168.71.145,"Denver, US",/api/v1/data/export,mfa,271.9,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 12:33:47,10.153.53.62,"Denver, US",/api/v1/logs/audit,mfa,278.4,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 13:05:22,10.56.30.23,"Denver, US",/api/v1/logs/audit,mfa,149.2,"[""python pipeline.py"", ""pip list --outdated""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 13:16:11,172.16.218.75,"Denver, US",/api/v1/admin/permissions,mfa,211.1,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-12 19:19:10,192.168.116.128,"Denver, US",/api/v1/admin/permissions,mfa,286.0,"[""python pipeline.py"", ""pip list --outdated""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-13 10:32:16,10.124.1.48,"Denver, US",/api/v1/secrets/vault,mfa,100.5,"[""npm run build"", ""npm test -- --coverage""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-13 11:11:51,10.56.68.57,"Denver, US",/api/v1/logs/audit,mfa,138.7,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-13 16:12:36,10.194.168.78,"Denver, US",/api/v1/logs/audit,mfa,123.1,"[""git pull origin main"", ""make build"", ""make test""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-13 16:38:47,192.168.245.253,"Denver, US",/api/v1/logs/audit,mfa,247.3,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Windows-11/AA:BB:CC:DD:EE:01,normal
USR_115,user,2026-07-14 10:45:21,172.22.134.71,"Denver, US",/api/v1/admin/permissions,mfa,148.8,"[""docker ps -a"", ""docker logs webapp""]",Windows-11/AA:BB:CC:DD:EE:01,normal
